,date,Open,High,Low,Close,Adj Close,Volume,Pct_change
292,2021-03-15,114093.0,114903.0,113635.0,114851.0,114851.0,8224700,0.006052908199018825
293,2021-03-16,114845.0,114974.0,113370.0,114019.0,114019.0,78000,-0.007244168531401529
294,2021-03-17,114018.0,116736.0,113428.0,116549.0,116549.0,94300,0.022189284242100094
295,2021-03-18,116549.0,116751.0,114302.0,114835.0,114835.0,9920100,-0.014706260885979261
296,2021-03-19,114837.0,116446.0,114610.0,116222.0,116222.0,12341800,0.012078199155309832
297,2021-03-22,116222.0,116225.0,113620.0,114979.0,114979.0,8160600,-0.010695049130113099
298,2021-03-23,114977.0,115599.0,113062.0,113262.0,113262.0,8301500,-0.014933161707790132
299,2021-03-24,113272.0,114823.0,112064.0,112064.0,112064.0,9834000,-0.010577245678162095
300,2021-03-25,112065.0,114024.0,110927.0,113750.0,113750.0,10306500,0.01504497430039975
301,2021-03-26,113750.0,115416.0,113305.0,114781.0,114781.0,8659500,0.009063736263736244
302,2021-03-29,114776.0,115553.0,114096.0,115419.0,115419.0,7463300,0.005558411235308869
303,2021-03-30,115414.0,117090.0,114999.0,116850.0,116850.0,8141600,0.012398305305019175
304,2021-03-31,116850.0,117249.0,115932.0,116634.0,116634.0,10659200,-0.001848523748395392
305,2021-04-01,116644.0,117088.0,114991.0,115253.0,115253.0,8009200,-0.011840458185434777
306,2021-04-05,115262.0,117668.0,115262.0,117518.0,117518.0,7245100,0.019652416856827948
307,2021-04-06,117519.0,118213.0,117176.0,117499.0,117499.0,6800800,-0.00016167736006400535
308,2021-04-07,117499.0,118303.0,116748.0,117624.0,117624.0,0,0.0010638388411816635
309,2021-04-08,117624.0,118850.0,117486.0,118313.0,118313.0,8778200,0.005857648099027335
310,2021-04-09,118313.0,118643.0,117336.0,117670.0,117670.0,7739400,-0.005434736673062157
311,2021-04-12,117661.0,118812.0,117661.0,118812.0,118812.0,7000500,0.009705107504036636
312,2021-04-13,118809.0,119529.0,118041.0,119297.0,119297.0,8977600,0.004082079251254145
313,2021-04-14,119298.0,120871.0,119298.0,120295.0,120295.0,10076600,0.008365675582789223
314,2021-04-15,120290.0,121409.0,120084.0,120701.0,120701.0,7948100,0.003375036368926443
315,2021-04-16,120701.0,121333.0,120199.0,121114.0,121114.0,7945600,0.0034216783622340596
316,2021-04-19,121116.0,121974.0,120682.0,120934.0,120934.0,10028100,-0.001486203081394355
317,2021-04-20,120925.0,121354.0,119841.0,120062.0,120062.0,7811500,-0.007210544594572266
318,2021-04-22,120064.0,120995.0,119203.0,119371.0,119371.0,8598600,-0.005755359730805765
319,2021-04-23,119372.0,120815.0,119372.0,120530.0,120530.0,7615500,0.009709225858876902
320,2021-04-26,120534.0,121393.0,119860.0,120595.0,120595.0,7095300,0.0005392848253547022
321,2021-04-27,120595.0,121012.0,119003.0,119388.0,119388.0,8362300,-0.0100087068286413
322,2021-04-28,119392.0,121276.0,119392.0,121053.0,121053.0,9081500,0.01394612523871741
323,2021-04-29,121053.0,121498.0,119703.0,120066.0,120066.0,8500200,-0.00815345344601126
324,2021-04-30,120064.0,120125.0,118894.0,118894.0,118894.0,11093200,-0.00976129795279268
325,2021-05-03,118951.0,119904.0,118528.0,119209.0,119209.0,8888300,0.0026494188100325555
326,2021-05-04,119209.0,119293.0,117631.0,117712.0,117712.0,8765500,-0.01255777667793534
327,2021-05-05,117725.0,119734.0,117725.0,119564.0,119564.0,9059100,0.015733315210004095
328,2021-05-06,119577.0,119966.0,119071.0,119921.0,119921.0,8779600,0.002985848583185513
329,2021-05-07,119922.0,122038.0,119922.0,122038.0,122038.0,8865100,0.017653288414873014
330,2021-05-10,122038.0,122772.0,121795.0,121909.0,121909.0,8219100,-0.0010570478047821075
331,2021-05-11,121904.0,122964.0,120145.0,122964.0,122964.0,7988600,0.008653996013419762
332,2021-05-12,122964.0,122964.0,119458.0,119710.0,119710.0,9405200,-0.026463029829868923
333,2021-05-13,119711.0,121426.0,119711.0,120706.0,120706.0,9356200,0.008320106925068904
334,2021-05-14,120719.0,122195.0,120719.0,121881.0,121881.0,10136300,0.009734395970374399
335,2021-05-17,121880.0,123074.0,121680.0,122938.0,122938.0,7408100,0.008672393564214342
336,2021-05-18,122937.0,123544.0,122550.0,122980.0,122980.0,7840100,0.0003416356212073701
337,2021-05-19,122976.0,123013.0,121595.0,122636.0,122636.0,8825300,-0.002797202797202747
338,2021-05-20,122636.0,122734.0,122136.0,122701.0,122701.0,7906400,0.0005300238103003174
339,2021-05-21,122701.0,122799.0,121760.0,122592.0,122592.0,9493600,-0.0008883383183511118
340,2021-05-24,122592.0,124167.0,122526.0,124032.0,124032.0,8186300,0.011746280344557603
341,2021-05-25,124032.0,124696.0,122701.0,122988.0,122988.0,8914500,-0.008417182662538658
342,2021-05-26,122988.0,124256.0,122988.0,123989.0,123989.0,8258400,0.008139005431424096
343,2021-05-27,123989.0,124537.0,123470.0,124367.0,124367.0,0,0.003048657542201294
344,2021-05-28,124367.0,125698.0,124284.0,125561.0,125561.0,8838500,0.009600617527157462
